Reference number,Economic city,District Name,Last activity date in years,Quarter,Land use,Contract value, Property area 
32018004022750,King Abdullah Economic City,Murooj,2019,1,Residential," 599,889 ", 428.70 
32018004022749,King Abdullah Economic City,Talah,2019,4,Residential," 482,000 ", 419.93 
32018004022748,King Abdullah Economic City,Talah,2019,1,Residential," 744,000 ", 503.38 
32018004022747,King Abdullah Economic City,Murooj,2019,1,Residential," 289,888 ", 407.68 
32018004022745,King Abdullah Economic City,Murooj,2019,2,Residential," 2,669,888 "," 1,568.42 "
32018004022744,King Abdullah Economic City,Murooj,2019,1,Residential," 999,888 ", 958.22 
32018004022743,King Abdullah Economic City,Hareer,2019,1,Residential," 288,888 ", 62.14 
32018004022742,King Abdullah Economic City,Murooj,2019,1,Residential," 810,888 ", 125.84 
32018004022741,King Abdullah Economic City,Hareer,2019,1,Residential," 311,888 ", 62.14 
32018004022740,King Abdullah Economic City,Hareer,2019,1,Residential," 300,888 ", 62.14 
32018004022739,King Abdullah Economic City,Hareer,2019,1,Residential," 283,888 ", 62.14 
32018004022738,King Abdullah Economic City,Hareer,2019,1,Residential," 283,888 ", 62.14 
32018004022737,King Abdullah Economic City,Hareer,2019,1,Residential," 307,888 ", 62.14 
32018004022736,King Abdullah Economic City,Hareer,2019,1,Residential," 274,888 ", 62.14 
32018004022734,King Abdullah Economic City,Hareer,2019,1,Residential," 274,888 ", 62.14 
32018004022733,King Abdullah Economic City,Hareer,2019,1,Residential," 295,888 ", 62.14 
32018004022732,King Abdullah Economic City,Hareer,2019,1,Residential," 523,888 ", 127.09 
32018004022731,King Abdullah Economic City,Hareer,2019,1,Residential," 514,888 ", 127.09 
32018004022730,King Abdullah Economic City,Hareer,2019,1,Residential," 279,888 ", 62.14 
32018004022729,King Abdullah Economic City,Hareer,2019,1,Residential," 546,888 ", 127.09 
32018004022728,King Abdullah Economic City,Hareer,2019,1,Residential," 279,888 ", 62.14 
32018004022727,King Abdullah Economic City,Hareer,2019,1,Residential," 505,888 ", 127.09 
32018004022726,King Abdullah Economic City,Hareer,2019,1,Residential," 537,888 ", 127.09 
32018004022725,King Abdullah Economic City,Hareer,2019,1,Residential," 302,888 ", 62.14 
32018004022724,King Abdullah Economic City,Hareer,2019,1,Residential," 495,888 ", 127.09 
32018004022723,King Abdullah Economic City,Hareer,2019,1,Residential," 528,888 ", 127.09 
32018004022722,King Abdullah Economic City,Hareer,2019,1,Residential," 486,888 ", 127.09 
32018004022721,King Abdullah Economic City,Hareer,2019,1,Residential," 290,888 ", 62.14 
32018004022720,King Abdullah Economic City,Hareer,2019,1,Residential," 518,888 ", 127.09 
32018004022719,King Abdullah Economic City,Hareer,2019,1,Residential," 293,888 ", 62.14 
32018004022718,King Abdullah Economic City,Hareer,2019,1,Residential," 293,888 ", 62.14 
32018004022716,King Abdullah Economic City,Hareer,2019,1,Residential," 304,888 ", 62.14 
32018004022715,King Abdullah Economic City,Hareer,2019,2,Residential," 286,888 ", 62.14 
32018004022713,King Abdullah Economic City,Hareer,2019,1,Residential," 288,888 ", 62.14 
32018004022709,King Abdullah Economic City,Murooj,2019,4,Residential," 808,888 ", 437.10 
32018004022699,King Abdullah Economic City,Murooj,2019,2,Residential," 2,489,888 "," 1,130.60 "
32018004022693,King Abdullah Economic City,Hareer,2019,1,Residential," 281,888 ", 62.14 
32018004022692,King Abdullah Economic City,Talah,2019,1,Residential," 746,000 ", 570.45 
32018004022688,King Abdullah Economic City,Talah,2019,1,Residential," 299,000 ", 269.82 
32018004022687,King Abdullah Economic City,Talah,2019,2,Residential," 657,000 ", 479.22 
32018004022686,King Abdullah Economic City,Talah,2019,2,Residential," 498,000 ", 404.65 
32018004022684,King Abdullah Economic City,Talah,2019,3,Residential," 426,000 ", 360.00 
32018004022671,King Abdullah Economic City,Talah,2019,1,Residential," 434,000 ", 359.68 
32018004022662,King Abdullah Economic City,Hareer,2019,1,Industrial," 33,152,140 "," 74,499.19 "
32018004022653,King Abdullah Economic City,Hareer,2019,1,Residential," 198,888 ", 62.14 
32018004022639,King Abdullah Economic City,Talah,2019,1,Residential," 730,000 ", 719.79 
32018004022638,King Abdullah Economic City,Talah,2019,1,Residential," 400,000 ", 417.14 
32018004022637,King Abdullah Economic City,Talah,2019,2,Residential," 610,000 ", 632.60 
32018004022636,King Abdullah Economic City,Talah,2019,1,Residential," 460,000 ", 490.45 
32018004022635,King Abdullah Economic City,Murooj,2019,1,Residential," 2,699,888 "," 1,001.84 "
32018004022634,King Abdullah Economic City,Murooj,2019,1,Residential," 2,199,888 "," 1,222.55 "
32018004022617,King Abdullah Economic City,Murooj,2019,2,Residential," 1,689,888 "," 1,088.21 "
32018004022615,King Abdullah Economic City,Murooj,2020,1,Residential," 2,287,858 ", 541.14 
32018004022613,King Abdullah Economic City,Murooj,2020,1,Residential," 1,694,301 ", 407.70 
32018004022611,King Abdullah Economic City,Murooj,2019,1,Residential," 1,499,000 ", 407.70 
32018004022610,King Abdullah Economic City,Murooj,2019,2,Residential," 3,499,888 "," 1,456.94 "
32018004022609,King Abdullah Economic City,Murooj,2019,1,Residential," 10,419,888 "," 2,104.49 "
32018004022608,King Abdullah Economic City,Murooj,2019,1,Residential," 1,826,073 ", 415.26 
32018004022606,King Abdullah Economic City,Murooj,2019,3,Residential," 590,888 ", 98.42 
32018004022605,King Abdullah Economic City,Murooj,2019,3,Residential," 1,361,888 "," 1,362.95 "
32018004022604,King Abdullah Economic City,Murooj,2019,2,Residential," 610,888 ", 98.04 
32018004022602,King Abdullah Economic City,Murooj,2021,1,Residential," 750,888 ", 126.39 
32018004022601,King Abdullah Economic City,Murooj,2019,4,Residential," 450,888 ", 71.11 
32018004022600,King Abdullah Economic City,Murooj,2019,1,Residential," 500,888 ", 71.25 
32018004022599,King Abdullah Economic City,Murooj,2021,3,Residential," 1,788,701 ", 407.70 
32018004022598,King Abdullah Economic City,Murooj,2019,1,Residential," 740,888 ", 125.84 
32018004022597,King Abdullah Economic City,Murooj,2020,1,Residential," 2,821,202 ", 708.44 
32018004022596,King Abdullah Economic City,Murooj,2019,4,Residential," 460,888 ", 71.17 
32018004022594,King Abdullah Economic City,Murooj,2019,1,Residential," 1,639,301 ", 407.70 
32018004022593,King Abdullah Economic City,Murooj,2018,4,Residential," 460,888 ", 71.20 
32018004022592,King Abdullah Economic City,Murooj,2018,4,Residential," 690,888 ", 125.84 
32018004022591,King Abdullah Economic City,Murooj,2019,2,Residential," 2,333,177 ", 525.29 
32018004022590,King Abdullah Economic City,Murooj,2019,1,Residential," 1,329,888 ", 950.46 
32018004022589,King Abdullah Economic City,Murooj,2019,1,Residential," 440,888 ", 71.17 
32018004022587,King Abdullah Economic City,Murooj,2019,1,Residential," 790,888 ", 125.84 
32018004022586,King Abdullah Economic City,Murooj,2019,1,Residential," 390,888 ", 51.83 
32018004022585,King Abdullah Economic City,Murooj,2019,2,Residential," 1,655,301 ", 407.70 
32018004022583,King Abdullah Economic City,Murooj,2019,3,Residential," 610,888 ", 98.58 
32018004022582,King Abdullah Economic City,Murooj,2019,1,Residential," 1,875,549 ", 408.60 
32018004022580,King Abdullah Economic City,Murooj,2019,1,Residential," 1,874,549 ", 408.20 
32018004022579,King Abdullah Economic City,Murooj,2019,3,Residential," 1,874,549 ", 408.41 
32018004022578,King Abdullah Economic City,Murooj,2019,4,Residential," 2,103,177 ", 408.80 
32018004022577,King Abdullah Economic City,Murooj,2019,1,Residential," 872,899 ", 649.61 
32018004022576,King Abdullah Economic City,Murooj,2020,4,Residential," 1,717,000 ", 407.70 
32018004022572,King Abdullah Economic City,Murooj,2019,1,Residential," 999,888 ", 812.36 
32018004022568,King Abdullah Economic City,Hareer,2019,1,Residential," 555,888 ", 127.09 
32018004022566,King Abdullah Economic City,Hareer,2019,2,Residential," 416,888 ", 96.14 
32018004022564,King Abdullah Economic City,Hareer,2019,2,Residential," 310,888 ", 62.14 
32018004022560,King Abdullah Economic City,Hareer,2019,1,Residential," 301,069 ", 62.14 
32018004022559,King Abdullah Economic City,Hareer,2019,2,Residential," 300,888 ", 62.14 
32018004022558,King Abdullah Economic City,Murooj,2019,1,Residential," 599,888 ", 428.70 
32018004022557,King Abdullah Economic City,Talah,2019,1,Residential," 391,000 ", 312.29 
32018004022556,King Abdullah Economic City,Hareer,2019,2,Residential," 300,888 ", 62.14 
32018004022555,King Abdullah Economic City,Talah,2019,1,Residential," 562,000 ", 470.68 
32018004022554,King Abdullah Economic City,Hareer,2020,4,Residential," 276,888 ", 62.14 
32018004022553,King Abdullah Economic City,Talah,2019,3,Residential," 538,000 ", 450.05 
32018004022552,King Abdullah Economic City,Hareer,2019,2,Residential," 300,888 ", 62.14 
32018004022551,King Abdullah Economic City,Talah,2021,3,Residential," 538,000 ", 450.05 
32018004022550,King Abdullah Economic City,Talah,2019,4,Residential," 525,000 ", 407.35 
32018004022549,King Abdullah Economic City,Hareer,2019,1,Residential," 316,888 ", 62.14 
32018004022548,King Abdullah Economic City,Talah,2019,1,Residential," 595,000 ", 470.47 
32018004022547,King Abdullah Economic City,Talah,2019,1,Residential," 506,000 ", 450.00 
32018004022546,King Abdullah Economic City,Talah,2021,3,Residential," 436,000 ", 379.81 
32018004022545,King Abdullah Economic City,Talah,2019,2,Residential," 666,000 ", 474.70 
32018004022544,King Abdullah Economic City,Talah,2019,1,Residential," 468,000 ", 380.34 
32018004022543,King Abdullah Economic City,Talah,2019,2,Residential," 495,000 ", 406.74 
32018004022542,King Abdullah Economic City,Talah,2021,3,Residential," 547,000 ", 457.84 
32018004022541,King Abdullah Economic City,Talah,2019,1,Residential," 574,000 ", 415.63 
32018004022540,King Abdullah Economic City,Talah,2019,1,Residential," 434,000 ", 378.00 
32018004022531,King Abdullah Economic City,Talah,2019,1,Residential," 471,000 ", 419.00 
32018004022521,King Abdullah Economic City,Hareer,2019,1,Residential," 487,030 ", 127.09 
32018004022520,King Abdullah Economic City,Hareer,2019,1,Residential," 533,780 ", 127.09 
32018004022519,King Abdullah Economic City,Hareer,2019,1,Residential," 533,780 ", 127.09 
32018004022518,King Abdullah Economic City,Hareer,2019,1,Residential," 496,380 ", 127.09 
32018004022512,King Abdullah Economic City,Talah,2019,4,Residential," 573,000 ", 429.52 
32018004022511,King Abdullah Economic City,Talah,2019,4,Residential," 534,000 ", 430.44 
32018004022510,King Abdullah Economic City,Talah,2019,1,Residential," 825,000 ", 823.98 
32018004022509,King Abdullah Economic City,Talah,2019,1,Residential," 512,000 ", 404.81 
32018004022508,King Abdullah Economic City,Talah,2021,3,Residential," 351,000 ", 287.64 
32018004022507,King Abdullah Economic City,Talah,2019,1,Residential," 380,000 ", 311.70 
32018004022503,King Abdullah Economic City,Murooj,2019,2,Residential," 763,888 ", 502.45 
32018004022482,King Abdullah Economic City,Murooj,2018,4,Residential," 599,888 ", 448.74 
32018004022481,King Abdullah Economic City,Talah,2019,2,Residential," 536,000 ", 440.45 
32018004022480,King Abdullah Economic City,Talah,2020,1,Residential," 489,060 ", 405.33 
32018004022479,King Abdullah Economic City,Talah,2019,1,Residential," 498,000 ", 404.78 
32018004022478,King Abdullah Economic City,Talah,2019,4,Residential," 535,000 ", 430.95 
32018004022475,King Abdullah Economic City,Murooj,2019,1,Residential," 2,148,878 ", 401.25 
32018004022474,King Abdullah Economic City,Murooj,2019,1,Residential," 1,499,000 ", 400.95 
32018004022473,King Abdullah Economic City,Murooj,2019,2,Residential," 939,888 ", 885.57 
32018004022472,King Abdullah Economic City,Murooj,2019,1,Residential," 1,650,301 ", 402.62 
32018004022471,King Abdullah Economic City,Murooj,2019,1,Residential," 1,699,301 ", 413.40 
32018004022470,King Abdullah Economic City,Murooj,2019,3,Residential," 1,602,301 ", 400.95 
32018004022469,King Abdullah Economic City,Murooj,2019,3,Residential," 1,632,301 ", 400.95 
32018004022467,King Abdullah Economic City,Murooj,2021,3,Residential," 1,749,301 ", 401.33 
32018004022466,King Abdullah Economic City,Murooj,2019,2,Residential," 1,591,000 ", 407.70 
32018004022465,King Abdullah Economic City,Murooj,2020,1,Residential," 1,591,000 ", 407.70 
32018004022464,King Abdullah Economic City,Murooj,2019,1,Residential," 2,182,177 ", 407.70 
32018004022463,King Abdullah Economic City,Murooj,2021,1,Residential," 2,737,202 ", 586.02 
32018004022462,King Abdullah Economic City,Murooj,2019,1,Residential," 1,954,549 ", 407.70 
32018004022461,King Abdullah Economic City,Murooj,2019,2,Residential," 2,802,202 ", 596.29 
32018004022460,King Abdullah Economic City,Murooj,2019,2,Residential," 1,843,000 ", 407.74 
32018004022459,King Abdullah Economic City,Murooj,2022,1,Residential," 1,894,549 ", 470.54 
32018004022458,King Abdullah Economic City,Murooj,2019,1,Residential," 1,882,549 ", 414.65 
32018004022457,King Abdullah Economic City,Murooj,2019,4,Residential," 2,127,177 ", 414.44 
32018004022454,King Abdullah Economic City,Murooj,2019,4,Residential," 1,822,193 ", 412.00 
32018004022453,King Abdullah Economic City,Murooj,2019,1,Residential," 1,682,000 ", 406.14 
32018004022452,King Abdullah Economic City,Murooj,2019,4,Residential," 1,821,223 ", 411.17 
32018004022451,King Abdullah Economic City,Murooj,2019,1,Residential," 1,694,301 ", 407.70 
32018004022450,King Abdullah Economic City,Murooj,2019,1,Residential," 1,591,000 ", 407.70 
32018004022449,King Abdullah Economic City,Murooj,2019,1,Residential," 1,499,000 ", 407.70 
32018004022448,King Abdullah Economic City,Murooj,2019,4,Residential," 1,905,613 ", 485.69 
32018004022446,King Abdullah Economic City,Murooj,2019,1,Residential," 1,694,301 ", 407.70 
32018004022445,King Abdullah Economic City,Murooj,2019,1,Residential," 1,834,803 ", 423.01 
32018004022444,King Abdullah Economic City,Murooj,2019,4,Residential," 1,831,893 ", 420.26 
32018004022443,King Abdullah Economic City,Murooj,2019,2,Residential," 2,132,177 ", 417.68 
32018004022441,King Abdullah Economic City,Murooj,2019,1,Residential," 1,713,237 ", 407.70 
32018004022440,King Abdullah Economic City,Murooj,2019,2,Residential," 2,182,177 ", 407.70 
32018004022439,King Abdullah Economic City,Murooj,2021,1,Residential," 1,861,301 ", 475.93 
32018004022420,King Abdullah Economic City,Talah,2019,2,Residential," 663,000 ", 539.37 
32018004022419,King Abdullah Economic City,Talah,2019,1,Residential," 548,000 ", 446.04 
32018004022416,King Abdullah Economic City,Talah,2018,4,Residential," 500,000 ", 403.58 
32018004022413,King Abdullah Economic City,Talah,2019,2,Residential," 426,000 ", 360.00 
32018004022412,King Abdullah Economic City,Talah,2019,1,Residential," 426,000 ", 360.00 
32018004022411,King Abdullah Economic City,Talah,2019,1,Residential," 426,000 ", 360.00 
32018004022410,King Abdullah Economic City,Talah,2019,4,Residential," 443,000 ", 360.00 
32018004022409,King Abdullah Economic City,Talah,2019,1,Residential," 522,000 ", 405.00 
32018004022407,King Abdullah Economic City,Talah,2019,1,Residential," 522,000 ", 405.00 
32018004022406,King Abdullah Economic City,Talah,2022,4,Residential," 443,000 ", 360.00 
32018004022405,King Abdullah Economic City,Talah,2019,4,Residential," 443,000 ", 360.00 
32018004022404,King Abdullah Economic City,Talah,2019,2,Residential," 443,000 ", 360.00 
32018004022403,King Abdullah Economic City,Talah,2019,1,Residential," 443,000 ", 360.00 
32018004022396,King Abdullah Economic City,Talah,2019,1,Residential," 510,000 ", 536.27 
32018004022395,King Abdullah Economic City,Bay La Sun,2019,2,Residential," 783,888 ", 139.61 
32018004022389,King Abdullah Economic City,Hareer,2019,1,Residential," 301,069 ", 62.14 
32018004022388,King Abdullah Economic City,Hareer,2019,1,Residential," 311,419 ", 62.14 
32018004022383,King Abdullah Economic City,Talah,2019,1,Residential," 695,000 ", 463.46 
32018004022375,King Abdullah Economic City,Talah,2021,3,Residential," 443,000 ", 360.00 
32018004022374,King Abdullah Economic City,Talah,2019,1,Residential," 426,000 ", 360.00 
32018004022373,King Abdullah Economic City,Talah,2020,1,Residential," 443,000 ", 360.00 
32018004022370,King Abdullah Economic City,Talah,2020,1,Residential," 443,000 ", 360.00 
32018004022369,King Abdullah Economic City,Murooj,2019,1,Residential," 2,289,888 "," 1,173.93 "
32018004022368,King Abdullah Economic City,Talah,2019,1,Residential," 443,000 ", 360.00 
32018004022367,King Abdullah Economic City,Talah,2019,1,Residential," 362,000 ", 300.12 
32018004022363,King Abdullah Economic City,Murooj,2019,1,Residential," 655,888 ", 458.70 
32018004022362,King Abdullah Economic City,Murooj,2019,1,Residential," 782,888 ", 559.14 
32018004022360,King Abdullah Economic City,Murooj,2019,1,Residential," 678,888 ", 463.06 
32018004022358,King Abdullah Economic City,Murooj,2019,3,Residential," 699,888 ", 437.40 
32018004022357,King Abdullah Economic City,Murooj,2019,1,Residential," 734,888 ", 445.45 
32018004022356,King Abdullah Economic City,Murooj,2019,1,Residential," 852,888 ", 460.85 
32018004022353,King Abdullah Economic City,Murooj,2019,4,Residential," 799,888 ", 437.55 
32018004022352,King Abdullah Economic City,Murooj,2019,1,Residential," 689,888 ", 484.85 
32018004022351,King Abdullah Economic City,Murooj,2019,1,Residential," 758,888 ", 535.85 
32018004022350,King Abdullah Economic City,Murooj,2019,1,Residential," 839,888 ", 454.14 
32018004022349,King Abdullah Economic City,Murooj,2019,1,Residential," 837,888 ", 452.91 
32018004022348,King Abdullah Economic City,Murooj,2020,1,Residential," 655,888 ", 457.96 
32018004022347,King Abdullah Economic City,Murooj,2019,2,Residential," 655,888 ", 456.50 
32018004022345,King Abdullah Economic City,Murooj,2019,1,Residential," 655,888 ", 456.06 
32018004022344,King Abdullah Economic City,Murooj,2019,1,Residential," 705,888 ", 455.72 
32018004022343,King Abdullah Economic City,Murooj,2019,1,Residential," 655,888 ", 455.46 
32018004022342,King Abdullah Economic City,Murooj,2021,3,Residential," 655,888 ", 455.36 
32018004022340,King Abdullah Economic City,Murooj,2019,1,Residential," 655,888 ", 455.23 
32018004022338,King Abdullah Economic City,Murooj,2019,3,Residential," 704,888 ", 459.91 
32018004022337,King Abdullah Economic City,Murooj,2021,3,Residential," 685,888 ", 459.91 
32018004022336,King Abdullah Economic City,Murooj,2019,1,Residential," 663,888 ", 452.66 
32018004022334,King Abdullah Economic City,Murooj,2019,2,Residential," 611,888 ", 403.08 
32018004022333,King Abdullah Economic City,Murooj,2019,1,Residential," 720,888 ", 468.21 
32018004022332,King Abdullah Economic City,Murooj,2019,1,Residential," 693,888 ", 450.57 
32018004022331,King Abdullah Economic City,Murooj,2019,1,Residential," 695,888 ", 454.34 
32018004022330,King Abdullah Economic City,Murooj,2019,2,Residential," 644,888 ", 448.50 
32018004022329,King Abdullah Economic City,Murooj,2019,1,Residential," 644,888 ", 448.25 
32018004022328,King Abdullah Economic City,Murooj,2022,3,Residential," 655,888 ", 455.37 
32018004022327,King Abdullah Economic City,Murooj,2020,4,Residential," 655,888 ", 455.29 
32018004022326,King Abdullah Economic City,Murooj,2019,1,Residential," 624,888 ", 426.53 
32018004022303,King Abdullah Economic City,Murooj,2018,4,Residential," 1,699,888 "," 1,484.84 "
32018004022300,King Abdullah Economic City,Talah,2019,1,Residential," 799,000 ", 648.17 
32018004022299,King Abdullah Economic City,Talah,2018,4,Residential," 533,000 ", 406.12 
32018004022298,King Abdullah Economic City,Talah,2019,1,Residential," 795,000 ", 551.45 
32018004022297,King Abdullah Economic City,Talah,2019,2,Residential," 487,000 ", 378.00 
32018004022272,King Abdullah Economic City,Murooj,2019,1,Residential," 672,888 ", 459.05 
32018004022270,King Abdullah Economic City,Murooj,2019,1,Residential," 723,888 ", 456.97 
32018004022269,King Abdullah Economic City,Murooj,2019,1,Residential," 899,888 ", 513.04 
32018004022268,King Abdullah Economic City,Murooj,2019,1,Residential," 899,888 ", 513.14 
32018004022267,King Abdullah Economic City,Murooj,2019,1,Residential," 899,888 ", 664.39 
32018004022266,King Abdullah Economic City,Murooj,2019,1,Residential," 799,888 ", 584.59 
32018004022264,King Abdullah Economic City,Murooj,2018,4,Residential," 652,888 ", 429.98 
32018004022263,King Abdullah Economic City,Murooj,2019,1,Residential," 537,888 ", 428.89 
32018004022262,King Abdullah Economic City,Murooj,2018,4,Residential," 833,888 ", 447.75 
32018004022261,King Abdullah Economic City,Murooj,2019,3,Residential," 892,888 ", 479.52 
32018004022260,King Abdullah Economic City,Murooj,2019,4,Residential," 832,888 ", 450.21 
32018004022259,King Abdullah Economic City,Murooj,2019,1,Residential," 708,888 ", 447.27 
32018004022258,King Abdullah Economic City,Murooj,2019,1,Residential," 622,888 ", 425.17 
32018004022257,King Abdullah Economic City,Murooj,2019,1,Residential," 655,888 ", 456.75 
32018004022249,King Abdullah Economic City,Talah,2018,4,Residential," 600,000 ", 587.34 
32018004022248,King Abdullah Economic City,Hareer,2018,4,Residential," 250,000 ", 62.14 
32018004022244,King Abdullah Economic City,Hareer,2019,1,Residential," 283,888 ", 62.14 
32018004022243,King Abdullah Economic City,Murooj,2018,4,Residential," 563,888 ", 427.50 
32018004022231,King Abdullah Economic City,Murooj,2019,1,Residential," 3,129,888 "," 1,254.41 "
32018004022230,King Abdullah Economic City,Murooj,2019,2,Residential," 2,321,888 "," 1,658.03 "
32018004022229,King Abdullah Economic City,Murooj,2018,4,Residential," 1,959,888 "," 1,032.12 "
32018004022227,King Abdullah Economic City,Murooj,2018,4,Residential," 1,789,888 ", 992.73 
32018004022223,King Abdullah Economic City,Murooj,2021,3,Residential," 1,679,888 ", 989.07 
32018004022222,King Abdullah Economic City,Murooj,2019,2,Residential," 1,709,888 "," 1,034.80 "
32018004022221,King Abdullah Economic City,Murooj,2018,4,Residential," 2,139,888 "," 1,072.05 "
32018004022220,King Abdullah Economic City,Murooj,2019,1,Residential," 1,119,888 ", 937.37 
32018004022219,King Abdullah Economic City,Murooj,2019,1,Residential," 1,079,888 ", 896.11 
32018004022218,King Abdullah Economic City,Murooj,2021,4,Residential," 1,519,888 "," 1,269.49 "
32018004022217,King Abdullah Economic City,Murooj,2019,2,Residential," 999,888 ", 758.46 
32018004022216,King Abdullah Economic City,Murooj,2019,3,Residential," 989,888 ", 674.83 
32018004022215,King Abdullah Economic City,Murooj,2019,1,Residential," 2,949,888 "," 1,553.16 "
32018004022214,King Abdullah Economic City,Murooj,2019,1,Residential," 1,959,888 "," 1,087.91 "
32018004022212,King Abdullah Economic City,Murooj,2018,4,Residential," 2,769,888 "," 1,538.99 "
32018004022211,King Abdullah Economic City,Murooj,2021,3,Residential," 1,679,888 "," 1,246.22 "
32018004022210,King Abdullah Economic City,Murooj,2018,4,Residential," 999,888 ", 689.15 
32018004022207,King Abdullah Economic City,Murooj,2018,4,Residential," 979,888 ", 667.22 
32018004022206,King Abdullah Economic City,Murooj,2019,1,Residential," 729,888 ", 647.54 
32018004022205,King Abdullah Economic City,Murooj,2018,4,Residential," 1,299,888 "," 1,066.67 "
32018004022204,King Abdullah Economic City,Murooj,2022,3,Residential," 1,199,888 ", 889.05 
32018004022203,King Abdullah Economic City,Murooj,2019,3,Residential," 1,144,888 ", 897.22 
32018004022202,King Abdullah Economic City,Murooj,2019,1,Residential," 829,888 ", 769.92 
32018004022201,King Abdullah Economic City,Murooj,2019,2,Residential," 929,888 ", 758.59 
32018004022200,King Abdullah Economic City,Murooj,2019,1,Residential," 859,888 ", 655.04 
32018004022199,King Abdullah Economic City,Murooj,2019,2,Residential," 879,888 ", 665.45 
32018004022198,King Abdullah Economic City,Murooj,2019,1,Residential," 2,099,888 "," 1,400.58 "
32018004022196,King Abdullah Economic City,Murooj,2019,2,Residential," 819,888 ", 653.69 
32018004022195,King Abdullah Economic City,Murooj,2019,4,Residential," 899,888 ", 654.54 
32018004022172,King Abdullah Economic City,Murooj,2021,3,Residential," 580,888 ", 98.58 
32018004022170,King Abdullah Economic City,Murooj,2018,4,Residential," 470,888 ", 71.17 
32018004022163,King Abdullah Economic City,Hareer,2019,1,Residential," 462,888 ", 96.14 
32018004022162,King Abdullah Economic City,Hareer,2019,1,Residential," 290,719 ", 62.14 
32018004022160,King Abdullah Economic City,Hareer,2019,1,Residential," 290,719 ", 62.14 
32018004022153,King Abdullah Economic City,Hareer,2020,4,Residential," 276,888 ", 62.14 
32018004022151,King Abdullah Economic City,Hareer,2019,1,Residential," 281,888 ", 62.14 
32018004022150,King Abdullah Economic City,Hareer,2019,4,Residential," 267,888 ", 62.14 
32018004022147,King Abdullah Economic City,Hareer,2022,3,Residential," 280,888 ", 62.14 
32018004022146,King Abdullah Economic City,Hareer,2019,2,Residential," 340,888 ", 62.14 
32018004022145,King Abdullah Economic City,Hareer,2019,3,Residential," 279,888 ", 62.14 
32018004022144,King Abdullah Economic City,Murooj,2019,1,Residential," 1,524,888 "," 1,523.83 "
32018004022130,King Abdullah Economic City,Talah,2018,4,Residential," 457,000 ", 355.03 
32018004022129,King Abdullah Economic City,Talah,2019,1,Residential," 461,000 ", 336.42 
32018004022128,King Abdullah Economic City,Talah,2019,1,Residential," 413,000 ", 336.00 
32018004022127,King Abdullah Economic City,Talah,2019,2,Residential," 413,000 ", 336.00 
32018004022124,King Abdullah Economic City,Hareer,2019,4,Residential," 546,888 ", 127.09 
32018004022123,King Abdullah Economic City,Hareer,2019,1,Residential," 505,888 ", 127.09 
32018004022111,King Abdullah Economic City,Hareer,2019,1,Residential," 420,888 ", 96.14 
32018004022088,King Abdullah Economic City,Hareer,2018,4,Residential," 626,345 ", 163.19 
32018004022087,King Abdullah Economic City,Hareer,2018,4,Residential," 665,615 ", 163.19 
32018004022086,King Abdullah Economic City,Hareer,2018,4,Residential," 515,080 ", 127.09 
32018004022085,King Abdullah Economic City,Hareer,2018,4,Residential," 505,730 ", 127.09 
32018004022084,King Abdullah Economic City,Hareer,2018,4,Residential," 550,000 ", 127.09 
32018004022082,King Abdullah Economic City,Hareer,2018,4,Residential," 515,080 ", 127.09 
32018004022081,King Abdullah Economic City,Hareer,2018,4,Residential," 524,430 ", 127.09 
32018004022079,King Abdullah Economic City,Hareer,2018,4,Residential," 477,680 ", 127.09 
32018004022078,King Abdullah Economic City,Hareer,2018,4,Residential," 524,430 ", 127.09 
32018004022075,King Abdullah Economic City,Hareer,2018,4,Residential," 524,430 ", 127.09 
32018004022074,King Abdullah Economic City,Hareer,2018,4,Residential," 505,730 ", 127.09 
32018004022073,King Abdullah Economic City,Hareer,2018,4,Residential," 524,430 ", 127.09 
32018004022072,King Abdullah Economic City,Hareer,2018,4,Residential," 505,730 ", 127.09 
32018004022018,King Abdullah Economic City,Murooj,2019,1,Residential," 637,888 ", 427.50 
32018004022001,King Abdullah Economic City,Murooj,2019,1,Residential," 634,888 ", 436.92 
32018004021979,King Abdullah Economic City,Bay La Sun,2021,2,Residential," 642,888 ", 107.27 
32018004021943,King Abdullah Economic City,Bay La Sun,2019,1,Residential," 1,117,888 ", 139.05 
32018004021941,King Abdullah Economic City,Bay La Sun,2019,1,Residential," 994,888 ", 123.55 
32018004021917,King Abdullah Economic City,Talah,2019,1,Residential," 507,000 ", 441.60 
32018004021910,King Abdullah Economic City,Murooj,2019,1,Residential," 622,888 ", 448.56 
32018004021909,King Abdullah Economic City,Murooj,2019,1,Residential," 699,888 ", 451.08 
32018004021908,King Abdullah Economic City,Murooj,2019,1,Residential," 599,888 ", 415.44 
32018004021906,King Abdullah Economic City,Murooj,2019,1,Residential," 10,969,888 "," 2,215.34 "
32018004021904,King Abdullah Economic City,Talah,2019,1,Residential," 433,000 ", 377.62 
32018004021903,King Abdullah Economic City,Talah,2019,2,Residential," 362,000 ", 300.00 
32018004021902,King Abdullah Economic City,Hareer,2019,1,Residential," 532,888 ", 127.09 
32018004021899,King Abdullah Economic City,Hareer,2019,1,Residential," 555,888 ", 127.09 
32018004021898,King Abdullah Economic City,Hareer,2019,2,Residential," 537,888 ", 127.09 
32018004021896,King Abdullah Economic City,Hareer,2019,4,Residential," 514,888 ", 127.09 
